1.649297402E-03,4.140100E-01
1.649322402E-03,4.146900E-01
1.649347402E-03,4.158700E-01
1.649372402E-03,4.172300E-01
1.649397402E-03,4.183300E-01
1.649422402E-03,4.190900E-01
1.649447402E-03,4.196000E-01
1.649472402E-03,4.198500E-01
1.649497402E-03,4.198500E-01
1.649522402E-03,4.194300E-01
1.649547402E-03,4.187500E-01
1.649572402E-03,4.179000E-01
1.649597402E-03,4.172300E-01
1.649622402E-03,4.166400E-01
1.649647402E-03,4.160400E-01
1.649672402E-03,4.155400E-01
1.649697402E-03,4.150300E-01
1.649722402E-03,4.147700E-01
1.649747402E-03,4.146900E-01
1.649772402E-03,4.146900E-01
1.649797402E-03,4.146000E-01
1.649822402E-03,4.142700E-01
1.649847402E-03,4.140100E-01
1.649872402E-03,4.140100E-01
1.649897402E-03,4.141800E-01
1.649922402E-03,4.144400E-01
1.649947402E-03,4.146900E-01
1.649972402E-03,4.147700E-01
1.649997402E-03,4.148600E-01
1.650022402E-03,4.152000E-01
1.650047402E-03,4.154500E-01
1.650072402E-03,4.157900E-01
1.650097402E-03,4.162100E-01
1.650122402E-03,4.172300E-01
1.650147402E-03,4.185000E-01
1.650172402E-03,4.197700E-01
1.650197402E-03,4.205300E-01
1.650222402E-03,4.205300E-01
1.650247402E-03,4.196800E-01
1.650272402E-03,4.186700E-01
1.650297402E-03,4.177300E-01
1.650322402E-03,4.168000E-01
1.650347402E-03,4.157900E-01
1.650372402E-03,4.147700E-01
1.650397402E-03,4.141800E-01
1.650422402E-03,4.143500E-01
1.650447402E-03,4.152000E-01
1.650472402E-03,4.158700E-01
1.650497402E-03,4.161300E-01
1.650522402E-03,4.155400E-01
1.650547402E-03,4.144400E-01
1.650572402E-03,4.131700E-01
1.650597402E-03,4.122400E-01
1.650622402E-03,4.118100E-01
1.650647402E-03,4.120700E-01
1.650672402E-03,4.127400E-01
1.650697402E-03,4.136700E-01
1.650722402E-03,4.146000E-01
1.650747402E-03,4.151100E-01
1.650772402E-03,4.151100E-01
1.650797402E-03,4.147700E-01
1.650822402E-03,4.145200E-01
1.650847402E-03,4.146000E-01
1.650872402E-03,4.149400E-01
1.650897402E-03,4.152000E-01
1.650922402E-03,4.153700E-01
1.650947402E-03,4.154500E-01
1.650972402E-03,4.158700E-01
1.650997402E-03,4.164700E-01
1.651022402E-03,4.165500E-01
1.651047402E-03,4.160400E-01
1.651072402E-03,4.150300E-01
1.651097402E-03,4.141800E-01
1.651122402E-03,4.136700E-01
1.651147402E-03,4.133400E-01
1.651172402E-03,4.129100E-01
1.651197402E-03,4.125700E-01
1.651222402E-03,4.123200E-01
1.651247402E-03,4.122400E-01
1.651272402E-03,4.124100E-01
1.651297402E-03,4.128300E-01
1.651322402E-03,4.133400E-01
1.651347402E-03,4.138400E-01
1.651372402E-03,4.142700E-01
1.651397402E-03,4.146000E-01
1.651422402E-03,4.149400E-01
1.651447402E-03,4.152000E-01
1.651472402E-03,4.156200E-01
1.651497402E-03,4.163000E-01
1.651522402E-03,4.173100E-01
1.651547402E-03,4.185000E-01
1.651572402E-03,4.191700E-01
1.651597402E-03,4.195100E-01
1.651622402E-03,4.196000E-01
1.651647402E-03,4.195100E-01
1.651672402E-03,4.194300E-01
1.651697402E-03,4.190000E-01
1.651722402E-03,4.184100E-01
1.651747402E-03,4.179000E-01
1.651772402E-03,4.174800E-01
1.651797402E-03,4.170600E-01
1.651822402E-03,4.163000E-01
1.651847402E-03,4.154500E-01
1.651872402E-03,4.149400E-01
1.651897402E-03,4.148600E-01
1.651922402E-03,4.150300E-01
1.651947402E-03,4.152800E-01
1.651972402E-03,4.157000E-01
1.651997402E-03,4.162100E-01
1.652022402E-03,4.169700E-01
1.652047402E-03,4.176500E-01
1.652072402E-03,4.182400E-01
1.652097402E-03,4.184100E-01
1.652122402E-03,4.181600E-01
1.652147402E-03,4.174800E-01
1.652172402E-03,4.165500E-01
1.652197402E-03,4.155400E-01
1.652222402E-03,4.146000E-01
1.652247402E-03,4.137600E-01
1.652272402E-03,4.130000E-01
1.652297402E-03,4.127400E-01
1.652322402E-03,4.130000E-01
1.652347402E-03,4.138400E-01
1.652372402E-03,4.150300E-01
1.652397402E-03,4.162100E-01
1.652422402E-03,4.171400E-01
1.652447402E-03,4.174800E-01
1.652472402E-03,4.171400E-01
1.652497402E-03,4.163800E-01
1.652522402E-03,4.153700E-01
1.652547402E-03,4.145200E-01
1.652572402E-03,4.141800E-01
1.652597402E-03,4.144400E-01
1.652622402E-03,4.149400E-01
1.652647402E-03,4.154500E-01
1.652672402E-03,4.157000E-01
1.652697402E-03,4.155400E-01
1.652722402E-03,4.151100E-01
1.652747402E-03,4.149400E-01
1.652772402E-03,4.151100E-01
1.652797402E-03,4.155400E-01
1.652822402E-03,4.162100E-01
1.652847402E-03,4.168000E-01
1.652872402E-03,4.173100E-01
1.652897402E-03,4.177300E-01
1.652922402E-03,4.178200E-01
1.652947402E-03,4.178200E-01
1.652972402E-03,4.176500E-01
1.652997402E-03,4.175700E-01
1.653022402E-03,4.174800E-01
1.653047402E-03,4.168000E-01
1.653072402E-03,4.157000E-01
1.653097402E-03,4.146000E-01
1.653122402E-03,4.137600E-01
1.653147402E-03,4.133400E-01
1.653172402E-03,4.129100E-01
1.653197402E-03,4.124100E-01
1.653222402E-03,4.118100E-01
1.653247402E-03,4.112200E-01
1.653272402E-03,4.109700E-01
1.653297402E-03,4.108800E-01
1.653322402E-03,4.109700E-01
1.653347402E-03,4.113900E-01
1.653372402E-03,4.120700E-01
1.653397402E-03,4.130000E-01
1.653422402E-03,4.141000E-01
1.653447402E-03,4.149400E-01
1.653472402E-03,4.153700E-01
1.653497402E-03,4.154500E-01
1.653522402E-03,4.152000E-01
1.653547402E-03,4.146000E-01
1.653572402E-03,4.136700E-01
1.653597402E-03,4.125700E-01
1.653622402E-03,4.116400E-01
1.653647402E-03,4.109700E-01
1.653672402E-03,4.105400E-01
1.653697402E-03,4.102900E-01
1.653722402E-03,4.099500E-01
1.653747402E-03,4.095300E-01
1.653772402E-03,4.091900E-01
1.653797402E-03,4.091900E-01
1.653822402E-03,4.096100E-01
1.653847402E-03,4.105400E-01
1.653872402E-03,4.119800E-01
1.653897402E-03,4.137600E-01
1.653922402E-03,4.157000E-01
1.653947402E-03,4.176500E-01
1.653972402E-03,4.191700E-01
1.653997402E-03,4.197700E-01
1.654022402E-03,4.193400E-01
1.654047402E-03,4.178200E-01
1.654072402E-03,4.158700E-01
1.654097402E-03,4.139300E-01
1.654122402E-03,4.122400E-01
1.654147402E-03,4.109700E-01
1.654172402E-03,4.102100E-01
1.654197402E-03,4.097800E-01
1.654222402E-03,4.097800E-01
1.654247402E-03,4.098700E-01
1.654272402E-03,4.097000E-01
1.654297402E-03,4.093600E-01
1.654322402E-03,4.094400E-01
1.654347402E-03,4.101200E-01
1.654372402E-03,4.110500E-01
1.654397402E-03,4.122400E-01
1.654422402E-03,4.137600E-01
1.654447402E-03,4.154500E-01
1.654472402E-03,4.169700E-01
1.654497402E-03,4.180700E-01
1.654522402E-03,4.185000E-01
1.654547402E-03,4.182400E-01
1.654572402E-03,4.173100E-01
1.654597402E-03,4.160400E-01
1.654622402E-03,4.146000E-01
1.654647402E-03,4.132500E-01
1.654672402E-03,4.122400E-01
1.654697402E-03,4.114700E-01
1.654722402E-03,4.109700E-01
1.654747402E-03,4.105400E-01
1.654772402E-03,4.105400E-01
1.654797402E-03,4.113100E-01
1.654822402E-03,4.128300E-01
1.654847402E-03,4.148600E-01
1.654872402E-03,4.168000E-01
1.654897402E-03,4.185800E-01
1.654922402E-03,4.198500E-01
1.654947402E-03,4.201000E-01
1.654972402E-03,4.192600E-01
1.654997402E-03,4.178200E-01
1.655022402E-03,4.160400E-01
1.655047402E-03,4.145200E-01
1.655072402E-03,4.135100E-01
1.655097402E-03,4.132500E-01
1.655122402E-03,4.135100E-01
1.655147402E-03,4.140100E-01
1.655172402E-03,4.141000E-01
1.655197402E-03,4.135900E-01
1.655222402E-03,4.125700E-01
1.655247402E-03,4.114700E-01
1.655272402E-03,4.103800E-01
1.655297402E-03,4.097800E-01
1.655322402E-03,4.097000E-01
1.655347402E-03,4.097000E-01
1.655372402E-03,4.097000E-01
1.655397402E-03,4.096100E-01
1.655422402E-03,4.095300E-01
1.655447402E-03,4.096100E-01
1.655472402E-03,4.098700E-01
1.655497402E-03,4.105400E-01
1.655522402E-03,4.113900E-01
1.655547402E-03,4.121500E-01
1.655572402E-03,4.127400E-01
1.655597402E-03,4.130800E-01
1.655622402E-03,4.128300E-01
1.655647402E-03,4.122400E-01
1.655672402E-03,4.116400E-01
1.655697402E-03,4.114700E-01
1.655722402E-03,4.119800E-01
1.655747402E-03,4.130000E-01
1.655772402E-03,4.139300E-01
1.655797402E-03,4.146000E-01
1.655822402E-03,4.150300E-01
1.655847402E-03,4.154500E-01
1.655872402E-03,4.160400E-01
1.655897402E-03,4.167200E-01
1.655922402E-03,4.174000E-01
1.655947402E-03,4.181600E-01
1.655972402E-03,4.190000E-01
1.655997402E-03,4.196000E-01
1.656022402E-03,4.194300E-01
1.656047402E-03,4.186700E-01
1.656072402E-03,4.173100E-01
1.656097402E-03,4.155400E-01
1.656122402E-03,4.136700E-01
